flag_name,flag_on,traffic,user,region,latency,cpu,error,conversion_rate
cart_compatibility_device_plan_matching,1,low,web,US,164,42,0,0.0622
billing_enable_invoice_aging_analysis,1,low,mobile,APAC,114,69,1,0.0548
customer_enable_contact_management,1,low,mobile,US,98,48,0,0.0622
provisioning_enable_traffic_shaping,1,medium,web,APAC,118,39,0,0.0477
order_fulfillment_enable_order_allocation,1,medium,web,LATAM,112,41,0,0.0399
provisioning_enable_auto_scaling,1,high,mobile,EU,137,57,0,0.0364
payment_refund_enable_partial_refund,1,medium,web,APAC,130,67,0,0.0545
billing_enable_reconciliation_automation,1,medium,web,US,90,69,0,0.0529
billing_enable_invoice_reminders,0,low,mobile,US,126,44,0,0.02
order_analytics_enable_order_analytics,1,medium,web,APAC,121,65,0,0.0538
provisioning_enable_plan_change,1,medium,mobile,EU,106,43,0,0.0657
billing_enable_penalty_assessment,0,high,mobile,APAC,174,36,0,0.0159
customer_enable_address_management,0,low,web,LATAM,115,70,0,0.0247
order_lifecycle_enable_modification,1,medium,mobile,LATAM,168,40,0,0.0369
catalog_enable_purchase_analytics,1,low,web,APAC,101,48,0,0.0366
inventory_enable_order_packing,1,medium,web,US,95,64,0,0.0415
provisioning_enable_overage_charges,0,low,mobile,LATAM,112,56,1,0.0402
catalog_enable_bundle_creation,1,low,web,US,109,60,0,0.0581
notification_multichannel_enable,1,low,mobile,APAC,174,57,0,0.0567
customer_enable_notification_preferences,0,high,web,EU,161,49,0,0.0221
customer_enable_dormant_account_management,0,low,mobile,APAC,179,48,0,0.0364
catalog_enable_category_hierarchy,1,high,web,US,126,36,0,0.0566
inventory_enable_demand_planning,1,low,web,LATAM,146,39,0,0.046
notification_consent_checks_enable,1,low,mobile,LATAM,141,38,0,0.0711
cart_tax_by_region,1,high,web,LATAM,101,36,0,0.0649
payment_compliance_enable_pci_dss_compliance,1,medium,mobile,APAC,171,41,0,0.0498
inventory_enable_turnover_analysis,0,medium,web,APAC,175,66,0,0.0247
notification_failover_enable,1,high,mobile,APAC,102,38,0,0.0376
billing_enable_currency_conversion,1,low,web,US,150,44,0,0.0656
provisioning_enable_network_config,1,low,web,APAC,123,62,0,0.0436
payment_dispute_enable_chargeback_handling,0,medium,mobile,APAC,92,57,0,0.0395
customer_enable_manual_renewal,1,high,web,LATAM,132,41,0,0.056
cart_compatibility_network_compatibility,1,high,mobile,EU,92,61,0,0.0496
cart_offers_loyalty_rewards,1,medium,mobile,US,143,52,0,0.056
payment_refund_enable_refund_reversal,0,medium,mobile,EU,165,37,1,0.0486
cart_product_management_product_comparison,1,low,mobile,US,175,43,0,0.0414
cart_analytics_product_performance,0,high,mobile,APAC,101,40,0,0.043
order_analytics_enable_fulfillment_analytics,1,high,web,US,121,54,0,0.0426
payment_notification_enable_payment_confirmation,1,medium,web,LATAM,123,55,0,0.0596
order_advanced_enable_predictive_inventory,0,medium,web,LATAM,135,35,0,0.0419
inventory_enable_warehouse_assignment,0,medium,mobile,US,170,66,1,0.0379
provisioning_enable_performance_metrics,0,medium,web,APAC,122,58,0,0.0342
customer_enable_communication_preferences,1,high,mobile,LATAM,135,44,0,0.0337
notification_diag_headers_enable,0,low,web,EU,169,65,0,0.0489
customer_enable_manual_renewal,0,low,web,EU,158,65,0,0.0253
order_inventory_enable_backorder,0,medium,web,LATAM,137,43,0,0.0475
cart_bundling_dynamic_bundles,1,low,web,APAC,160,35,0,0.0403
cart_checkout_registered_checkout,0,medium,web,US,101,38,1,0.0324
order_compliance_enable_audit_logging,1,low,mobile,APAC,130,44,0,0.0657
cart_pricing_volume_discounts,1,medium,web,EU,90,40,0,0.0482
order_advanced_enable_order_recommendations,0,low,mobile,EU,142,48,0,0.0282
payment_billing_enable_billing_cycle_management,1,medium,mobile,APAC,125,36,0,0.053
customer_enable_registration,1,medium,mobile,EU,132,69,0,0.0484
payment_reconciliation_enable_discrepancy_handling,1,medium,mobile,EU,132,67,0,0.0631
customer_enable_age_verification,1,high,mobile,US,144,37,0,0.0427
order_compliance_enable_compliance_reporting,1,medium,mobile,LATAM,129,43,0,0.0516
catalog_enable_device_availability,1,medium,web,US,176,65,0,0.0485
inventory_enable_turnover_analysis,0,high,web,US,149,62,0,0.0382
catalog_enable_bulk_upload,0,medium,web,EU,122,48,0,0.0381
catalog_enable_bundle_pricing,0,medium,mobile,EU,127,68,0,0.0207
payment_currency_enable_multi_currency,0,high,mobile,LATAM,153,59,1,0.0311
cart_product_management_service_products,1,high,mobile,US,169,45,0,0.0667
payment_transaction_enable_single_payment,1,low,web,EU,90,68,0,0.0549
inventory_enable_equipment_tracking,0,medium,web,APAC,98,64,1,0.0368
customer_enable_contract_renewal,1,medium,web,EU,156,35,0,0.0652
catalog_enable_review_moderation,1,low,mobile,US,158,52,0,0.0394
payment_compliance_enable_pci_dss_compliance,0,low,mobile,US,146,56,0,0.0266
customer_enable_profile_completion_tracking,1,high,web,LATAM,113,52,0,0.0393
payment_compliance_enable_pci_dss_compliance,1,medium,mobile,LATAM,176,43,0,0.0547
customer_enable_signature_capture,1,high,web,LATAM,114,70,0,0.0585
payment_dispute_enable_dispute_management,1,medium,mobile,LATAM,152,39,0,0.0533
payment_analytics_enable_customer_payment_analytics,1,medium,web,LATAM,174,61,1,0.0548
cart_checkout_payment_plan_selection,1,low,web,LATAM,164,43,0,0.072
customer_enable_churn_prediction,1,low,web,US,93,53,0,0.0508
payment_method_enable_digital_wallet,1,low,mobile,EU,150,52,0,0.0363
inventory_enable_inventory_adjustment,1,medium,web,EU,108,51,0,0.0478
cart_compatibility_network_compatibility,0,high,web,US,143,63,0,0.0237
provisioning_enable_vpn_config,1,medium,web,APAC,128,47,0,0.0509
provisioning_enable_auto_scaling,1,low,web,US,153,65,0,0.0684
provisioning_enable_slice_isolation,1,low,mobile,APAC,168,46,0,0.0539
catalog_enable_preorder,1,medium,web,LATAM,133,43,0,0.0524
auth_enable_sso,0,high,mobile,US,161,63,0,0.0345
cart_checkout_registered_checkout,1,medium,mobile,APAC,143,63,1,0.037
provisioning_enable_workflow_automation,1,low,web,EU,178,48,0,0.0719
order_advanced_enable_order_recommendations,1,medium,web,APAC,162,53,0,0.0659
billing_handle_orphaned_invoices,1,medium,mobile,EU,133,60,0,0.0628
cart_notifications_order_updates,1,medium,web,APAC,180,67,0,0.0724
billing_enable_transaction_history,0,low,mobile,US,124,56,0,0.0302
inventory_enable_lot_tracking,1,high,web,EU,98,54,0,0.0487
customer_enable_notification_preferences,1,high,web,LATAM,163,68,0,0.0531
auth_enable_mfa,1,medium,mobile,US,166,67,0,0.0441
provisioning_enable_throttling,1,high,mobile,US,110,50,0,0.0442
order_provisioning_enable_activation_delay,1,high,mobile,LATAM,124,48,0,0.0282
cart_pricing_region_based_pricing,0,medium,mobile,LATAM,136,38,0,0.0315
inventory_enable_supplier_pricing,1,low,web,APAC,93,41,0,0.0532
billing_enable_payment_reconciliation,1,high,web,EU,110,38,1,0.0465
catalog_enable_review_ratings,1,medium,mobile,LATAM,162,51,0,0.0592
inventory_enable_order_shipping,0,high,mobile,EU,152,65,0,0.0362
cart_analytics_cart_abandonment_tracking,1,high,web,APAC,161,51,0,0.0544
customer_enable_lifetime_value_tracking,0,high,mobile,US,120,63,0,0.0225
customer_enable_communication_channel_preference,1,low,mobile,US,148,64,0,0.0581
billing_enable_invoice_tracking,1,low,mobile,APAC,178,55,0,0.0519
notification_campaign_window_enable,0,high,mobile,US,145,67,0,0.0126
notification_metrics_enable,1,low,mobile,US,164,43,0,0.0493
cart_checkout_guest_checkout,0,high,web,US,103,66,0,0.0398
payment_compliance_enable_fraud_detection,1,low,web,EU,150,58,0,0.0494
order_pricing_enable_billing_sync,1,low,mobile,LATAM,128,44,0,0.051
cart_pricing_loyalty_discounts,1,medium,web,EU,127,66,0,0.05
catalog_enable_fulfillment_options,1,medium,web,EU,135,68,0,0.0362
order_fulfillment_enable_packing,1,medium,mobile,APAC,147,35,0,0.0487
cart_notifications_deal_notifications,1,high,web,EU,170,44,0,0.0323
notification_channel_push_enable,1,medium,web,US,123,42,0,0.0393
payment_transaction_enable_installment_payment,1,low,web,US,139,69,0,0.0434
provisioning_enable_roaming_config,1,medium,web,LATAM,102,56,1,0.0457
inventory_enable_stock_counting,1,medium,mobile,LATAM,122,62,0,0.0651
notification_consent_checks_enable,1,medium,mobile,LATAM,103,50,0,0.0609
order_provisioning_enable_sim_activation,0,low,mobile,LATAM,104,59,0,0.0493
billing_enable_international_billing,0,medium,mobile,US,121,42,0,0.0205
payment_dispute_enable_dispute_tracking,1,low,mobile,LATAM,180,64,0,0.0524
payment_recurring_enable_recurring_charges,1,high,web,APAC,129,50,0,0.0328
provisioning_enable_service_upgrade,1,medium,web,APAC,167,68,0,0.0779
billing_enable_credit_memo_creation,1,medium,mobile,LATAM,162,69,0,0.048
auth_enable_sso,0,low,web,US,158,58,0,0.0486
order_pricing_enable_discount_application,1,low,mobile,LATAM,122,35,0,0.0613
order_pricing_enable_billing_sync,1,medium,mobile,EU,126,37,0,0.0463
provisioning_enable_roaming_config,1,low,web,US,157,45,0,0.0481
catalog_enable_bulk_upload,1,low,mobile,LATAM,164,70,0,0.0704
inventory_enable_end_of_life_management,0,medium,mobile,EU,154,46,0,0.0297
billing_enable_invoice_reminders,1,low,web,EU,95,58,0,0.0475
billing_enable_subscription_discount,1,high,mobile,EU,97,68,0,0.053
payment_reconciliation_enable_payment_reconciliation,1,high,web,LATAM,137,43,0,0.0475
provisioning_enable_encryption,1,low,mobile,APAC,126,66,0,0.0583
catalog_enable_predictive_inventory,0,medium,web,EU,128,61,0,0.0244
provisioning_enable_firewall_config,1,high,web,LATAM,139,48,0,0.0476
order_compliance_enable_order_retention,1,medium,web,EU,134,36,1,0.067
customer_enable_signature_capture,1,high,mobile,US,101,54,0,0.0298
provisioning_enable_traffic_shaping,1,high,web,LATAM,135,35,0,0.0519
catalog_enable_category_hierarchy,1,low,web,APAC,103,68,0,0.0667
cart_inventory_warehouse_selection,1,high,web,EU,165,37,0,0.0405
cart_inventory_real_time_sync,0,low,web,APAC,131,54,0,0.0316
notification_channel_sms_enable,1,high,mobile,US,137,62,0,0.0567
provisioning_enable_bandwidth_allocation,1,low,mobile,APAC,130,58,0,0.0639
customer_enable_suspension,1,low,web,LATAM,178,58,0,0.0335
payment_recurring_enable_recurring_charges,0,low,mobile,US,159,45,0,0.04
order_notifications_enable_order_confirmation,1,high,web,APAC,123,48,0,0.0299
provisioning_enable_call_forwarding,0,medium,mobile,US,156,39,0,0.0251
billing_enable_debit_memo_creation,1,medium,mobile,LATAM,117,70,0,0.0717
payment_currency_enable_currency_rate_management,1,high,mobile,LATAM,143,39,0,0.0387
payment_reconciliation_enable_payment_reconciliation,1,medium,mobile,EU,166,52,0,0.0456
cart_product_management_service_products,0,medium,mobile,EU,119,64,0,0.0266
order_fulfillment_enable_delivery_tracking,1,medium,web,EU,111,59,0,0.0719
billing_tax_compliance,0,medium,web,US,144,60,0,0.0219
provisioning_enable_service_downgrade,0,high,mobile,APAC,145,62,0,0.0235
catalog_enable_dynamic_pricing,0,high,mobile,LATAM,113,46,0,0.0147
auth_enable_2fa,1,medium,mobile,APAC,94,66,0,0.0594
catalog_enable_ai_pricing,1,medium,mobile,EU,174,59,0,0.0563
catalog_enable_inventory_sync,0,medium,mobile,APAC,180,49,0,0.0356
customer_enable_auto_renewal,1,medium,web,APAC,128,35,1,0.0704
payment_method_enable_buy_now_pay_later,0,low,web,EU,142,42,0,0.039
customer_enable_registration,1,low,mobile,US,158,52,0,0.0467
billing_enable_invoice_generation,1,low,mobile,APAC,126,46,0,0.0594
customer_enable_sanctions_screening,0,medium,web,APAC,174,41,0,0.0238
cart_bundling_bundle_pricing,1,medium,web,EU,96,69,0,0.0528
order_lifecycle_enable_order_tracking,1,low,web,EU,135,62,0,0.05
customer_enable_lifetime_value_tracking,1,medium,mobile,EU,110,51,1,0.0402
provisioning_enable_service_termination,1,medium,web,LATAM,176,47,0,0.0612
billing_enable_audit_trail,1,high,web,LATAM,169,57,0,0.023
cart_checkout_payment_gateway_integration,1,low,web,APAC,172,62,0,0.0407
notification_consent_checks_enable,1,low,web,LATAM,127,60,0,0.0364
cart_checkout_registered_checkout,1,medium,web,US,109,57,0,0.0572
inventory_enable_end_of_life_management,1,high,mobile,LATAM,165,45,0,0.0451
cart_inventory_hold_duration,1,low,mobile,US,130,43,0,0.0771
catalog_enable_device_pricing,0,low,mobile,EU,101,70,0,0.0228
order_pricing_enable_order_billing,1,high,web,APAC,105,64,0,0.0437
auth_enable_account_lock,0,low,mobile,APAC,145,58,0,0.0483
order_analytics_enable_shipping_analytics,1,low,mobile,APAC,122,45,0,0.0533
billing_enable_international_billing,1,high,web,LATAM,145,46,0,0.04
customer_enable_data_export,1,low,web,US,144,35,0,0.0487
provisioning_enable_multi_carrier,1,high,web,EU,178,51,0,0.0383
payment_transaction_enable_installment_payment,1,high,web,EU,150,66,0,0.05
catalog_enable_product_lifecycle,1,medium,mobile,APAC,156,56,0,0.0502
cart_product_management_product_filtering,0,high,web,EU,178,36,0,0.0295
cart_bundling_device_plan_bundles,1,high,web,APAC,176,55,0,0.0276
billing_enable_write_off_tracking,0,medium,web,APAC,147,57,0,0.0473
order_provisioning_enable_sim_activation,1,low,web,EU,129,65,0,0.0639
catalog_enable_device_pricing,1,high,mobile,APAC,130,47,0,0.0367
cart_compatibility_feature_compatibility,1,medium,mobile,US,173,52,0,0.0417
cart_product_management_product_comparison,1,low,web,LATAM,107,55,0,0.0705
order_lifecycle_enable_creation,1,low,mobile,LATAM,141,49,0,0.0679
cart_checkout_multiple_payment_methods,1,low,mobile,EU,151,57,0,0.0566
billing_enable_debt_collection_integration,1,low,web,APAC,162,51,0,0.0538
customer_enable_lifetime_value_tracking,1,low,mobile,APAC,110,43,0,0.0484
catalog_enable_product_creation,0,high,mobile,US,170,54,0,0.0305
order_pricing_enable_billing_sync,1,high,mobile,APAC,93,53,0,0.0309
billing_enable_invoice_generation,0,medium,mobile,APAC,161,38,0,0.039
cart_inventory_hold_duration,1,high,web,LATAM,150,55,0,0.0326
payment_billing_enable_billing_cycle_management,1,low,web,EU,176,44,0,0.0689
provisioning_enable_supplementary_services,1,high,mobile,EU,115,57,0,0.0265
catalog_enable_plan_customization,0,medium,web,US,94,37,0,0.0447
billing_enable_transaction_matching,1,low,mobile,APAC,120,55,0,0.0642
customer_enable_suspension,1,medium,mobile,US,115,43,0,0.0434
cart_bundling_service_bundles,1,medium,mobile,US,129,63,0,0.0484
order_fulfillment_enable_picking,1,medium,web,APAC,160,59,0,0.0513
payment_dispute_enable_dispute_management,0,low,mobile,APAC,144,50,0,0.0226
cart_product_management_product_comparison,1,high,mobile,EU,121,35,0,0.0456
catalog_enable_ai_pricing,1,medium,mobile,APAC,116,67,0,0.0536
provisioning_enable_billing_sync,0,low,mobile,APAC,104,36,0,0.0446
payment_recurring_enable_auto_renew,1,low,web,EU,131,60,0,0.0477
provisioning_enable_workflow_automation,0,high,mobile,EU,122,39,0,0.0427
provisioning_enable_usage_analytics,0,medium,web,LATAM,135,66,0,0.0329
provisioning_enable_call_forwarding,0,medium,web,LATAM,162,56,0,0.0245
provisioning_enable_bandwidth_allocation,0,high,mobile,US,118,61,0,0.0135
catalog_enable_pricing_rules,0,high,web,EU,140,69,0,0.0439
cart_bundling_bundle_recommendations,0,high,mobile,LATAM,120,52,0,0.0383
cart_product_management_personalization,0,high,mobile,US,108,37,0,0.0287
inventory_enable_end_of_life_management,1,low,web,EU,168,65,0,0.0721
payment_dispute_enable_dispute_management,0,high,mobile,APAC,132,54,0,0.0133
cart_compatibility_international_compatibility,1,low,mobile,APAC,109,63,0,0.0784
order_fulfillment_enable_packing,0,low,web,LATAM,171,43,0,0.0448
cart_inventory_reserve_items,1,high,web,EU,173,39,0,0.0552
cart_compatibility_feature_compatibility,1,low,mobile,US,145,52,0,0.06
catalog_enable_product_categorization,1,low,mobile,US,172,52,0,0.0399
customer_enable_communication_channel_preference,0,medium,mobile,APAC,107,53,0,0.0434
order_provisioning_enable_service_provisioning,1,low,mobile,EU,103,55,0,0.0633
catalog_enable_backorder,1,low,web,APAC,153,57,0,0.0648
provisioning_enable_5g_network,0,low,mobile,EU,160,55,0,0.0338
payment_method_enable_debit_card,1,low,mobile,APAC,177,62,0,0.0785
catalog_enable_ai_pricing,1,low,web,EU,116,56,0,0.0683
catalog_enable_fulfillment_options,0,low,web,EU,136,68,0,0.0293
customer_enable_plan_change,0,medium,mobile,US,125,63,0,0.0262
notification_multichannel_enable,0,medium,web,LATAM,107,35,0,0.0407
payment_compliance_enable_pci_dss_compliance,0,low,mobile,EU,100,46,0,0.0281
provisioning_enable_service_downgrade,1,low,mobile,APAC,150,45,0,0.038
notification_routing_enable,1,low,mobile,EU,115,65,0,0.0684
order_provisioning_enable_sim_activation,0,low,web,EU,132,51,0,0.0251
catalog_enable_product_analytics,0,medium,web,EU,91,68,0,0.0394
payment_refund_enable_refund_reversal,0,low,web,EU,133,41,0,0.0445
cart_pricing_time_based_pricing,1,high,mobile,EU,134,35,0,0.0444
inventory_enable_stock_transfer,0,low,mobile,APAC,164,69,0,0.037
payment_transaction_enable_payment_settlement_webhook,1,high,mobile,LATAM,100,55,0,0.0381
cart_operations_bulk_order,1,medium,web,US,115,39,0,0.0605
catalog_enable_ai_pricing,0,high,mobile,US,100,40,0,0.0279
inventory_enable_price_management,0,low,web,LATAM,128,61,0,0.0412
cart_offers_referral_offers,1,medium,mobile,LATAM,124,36,0,0.0551
cart_offers_loyalty_rewards,1,medium,web,EU,168,45,0,0.0653
order_products_enable_service_products,0,low,web,EU,178,50,0,0.0232
billing_enable_payment_reconciliation,0,low,web,EU,148,66,0,0.0478
customer_enable_language_preferences,1,medium,mobile,EU,157,39,0,0.0529
customer_enable_data_deletion,0,medium,mobile,LATAM,90,54,0,0.0393
inventory_enable_obsolescence_tracking,1,low,mobile,US,110,35,0,0.0672
payment_transaction_enable_payment_settlement,1,low,mobile,US,102,54,0,0.0606
cart_bundling_device_plan_bundles,1,high,mobile,EU,136,45,0,0.0451
cart_checkout_guest_checkout,1,medium,web,LATAM,164,65,0,0.0666
order_fulfillment_enable_delivery_tracking,1,low,web,APAC,172,68,0,0.0492
cart_operations_quick_order,1,medium,web,EU,120,52,0,0.0387
billing_enable_payment_reconciliation,0,high,mobile,APAC,94,35,0,0.0385
catalog_enable_pricing_rules,1,high,web,EU,172,42,0,0.0354
inventory_enable_cross_warehouse_transfer,1,low,mobile,LATAM,97,62,0,0.0712
provisioning_enable_call_forwarding,1,medium,mobile,LATAM,135,67,0,0.0692
billing_enable_discount_application,1,medium,mobile,EU,155,38,0,0.0713
cart_financing_financing_options,1,high,mobile,EU,180,35,0,0.0324
payment_advanced_enable_dynamic_pricing,0,high,web,APAC,94,50,0,0.034
order_analytics_enable_shipping_analytics,1,high,mobile,APAC,145,65,0,0.0357
cart_tax_by_region,1,medium,web,APAC,91,60,0,0.0525
cart_pricing_payment_method_discounts,1,low,web,LATAM,177,65,0,0.0532
billing_enable_interest_accrual,1,low,mobile,US,148,58,0,0.035
inventory_enable_inventory_adjustment,1,medium,mobile,EU,177,39,0,0.0459
cart_analytics_funnel_analysis,1,low,web,EU,162,43,0,0.0505
customer_enable_manual_approval,0,medium,mobile,EU,121,46,0,0.0489
order_lifecycle_enable_order_status_history,1,low,web,EU,148,67,0,0.0404
cart_operations_cart_sharing,1,low,mobile,EU,169,43,0,0.0559
order_provisioning_enable_device_shipping,0,high,web,EU,180,67,0,0.0398
customer_enable_registration,1,high,web,EU,131,43,0,0.0543
order_lifecycle_enable_modification,1,high,mobile,APAC,176,53,0,0.0294
cart_analytics_funnel_analysis,1,low,mobile,EU,90,46,0,0.0634
customer_enable_data_deletion,0,medium,web,EU,180,62,0,0.0345
catalog_enable_bundle_management,1,low,mobile,APAC,178,56,0,0.0588
catalog_enable_plan_pricing,1,high,web,APAC,114,42,1,0.0368
cart_operations_cart_sharing,1,high,mobile,LATAM,114,52,0,0.0578
payment_currency_enable_multi_currency,1,high,mobile,EU,169,38,0,0.0598
cart_checkout_registered_checkout,1,high,web,LATAM,138,39,0,0.0528
customer_enable_contact_management,1,low,web,LATAM,108,41,0,0.0614
catalog_enable_search_analytics,1,medium,web,LATAM,104,45,0,0.0355
catalog_enable_regional_availability,1,medium,mobile,LATAM,134,69,0,0.064
payment_refund_enable_partial_refund,0,low,web,LATAM,100,62,0,0.0414
catalog_enable_device_pricing,0,low,web,EU,147,58,0,0.0498
cart_offers_referral_offers,0,medium,mobile,LATAM,160,64,0,0.0334
provisioning_enable_provisioning_reports,1,high,web,APAC,175,65,0,0.0475
order_compliance_enable_order_retention,1,medium,mobile,US,178,44,0,0.0416
cart_bundling_bundle_recommendations,1,low,mobile,US,173,70,0,0.0491
cart_compatibility_feature_compatibility,1,low,web,APAC,91,52,1,0.0414
payment_compliance_enable_transaction_monitoring,1,medium,web,LATAM,117,64,0,0.0656
cart_offers_flash_sales,1,high,mobile,EU,100,47,0,0.0455
cart_product_management_recently_viewed,1,low,mobile,US,125,45,0,0.0637
inventory_enable_stock_level_management,1,high,web,APAC,159,68,0,0.05
billing_enable_discrepancy_detection,1,medium,web,APAC,104,40,0,0.0667
catalog_enable_review_images,1,low,mobile,APAC,156,66,0,0.0759
billing_enable_invoice_reminders,1,low,mobile,US,169,64,0,0.036
payment_transaction_enable_installment_payment,1,low,mobile,EU,153,49,0,0.0627
notification_channel_sms_enable,0,low,mobile,APAC,115,54,0,0.0404
catalog_enable_product_analytics,0,high,web,US,163,35,0,0.0108
order_lifecycle_enable_order_status_history,1,low,mobile,US,103,56,0,0.076
customer_enable_account_hierarchy,0,high,web,EU,113,63,0,0.0245
provisioning_enable_service_downgrade,1,low,web,LATAM,90,35,1,0.0693
cart_bundling_service_bundles,1,high,mobile,US,178,48,0,0.0473
provisioning_enable_voice_config,1,low,mobile,APAC,139,43,0,0.0333
cart_product_management_recently_viewed,1,low,mobile,LATAM,104,36,0,0.0507
order_provisioning_enable_device_shipping,1,medium,mobile,APAC,118,52,0,0.0664
cart_product_management_recently_viewed,1,low,mobile,EU,164,61,0,0.0504
billing_enable_unmatched_invoice_handling,1,high,mobile,US,157,57,0,0.0404
cart_pricing_payment_method_discounts,0,medium,mobile,LATAM,110,51,0,0.0297
customer_enable_data_export,1,medium,web,LATAM,146,66,0,0.064
order_compliance_enable_compliance_reporting,1,medium,web,APAC,111,38,0,0.0604
provisioning_enable_overage_charges,0,low,mobile,US,101,66,0,0.0313
provisioning_enable_roaming_config,0,high,web,EU,170,48,0,0.0236
catalog_enable_device_specifications,1,low,web,LATAM,110,64,0,0.0671
customer_enable_subscription_management,1,high,web,US,156,48,0,0.0359
provisioning_enable_vpn_config,1,high,web,US,131,56,0,0.0218
catalog_enable_bundle_recommendations,1,low,web,EU,93,48,0,0.0485
billing_enable_interest_accrual,0,low,web,US,157,44,0,0.0335
notification_failover_enable,1,medium,web,LATAM,99,55,0,0.061
cart_pricing_region_based_pricing,1,medium,web,APAC,172,64,0,0.0406
payment_advanced_enable_payment_optimization,0,medium,mobile,EU,159,64,0,0.0299
payment_recurring_enable_auto_renew,0,low,mobile,EU,143,61,0,0.0481
cart_inventory_reserve_items,1,high,web,APAC,171,38,0,0.0527
cart_fees_environmental_fees,1,low,web,EU,124,41,0,0.0674
provisioning_enable_msisdn_allocation,1,low,mobile,US,112,42,0,0.0425
customer_enable_addon_management,1,high,mobile,APAC,146,40,0,0.0405
billing_enable_late_fee_calculation,0,low,mobile,US,127,52,0,0.0393
notification_channel_sms_enable,1,medium,mobile,EU,123,46,0,0.0524
payment_notification_enable_payment_failure_notification,1,medium,web,US,97,53,0,0.0531
payment_notification_enable_refund_notification,0,low,mobile,LATAM,166,49,0,0.0498
catalog_enable_ml_recommendations,0,medium,web,EU,127,55,0,0.0433
inventory_enable_turnover_analysis,0,medium,mobile,US,120,51,1,0.045
catalog_enable_fulfillment_options,1,medium,web,APAC,102,35,0,0.0651
payment_notification_enable_refund_notification,1,high,mobile,EU,179,60,0,0.0429
provisioning_enable_overage_charges,0,high,web,APAC,154,58,0,0.0179
order_lifecycle_enable_creation,0,high,web,LATAM,140,50,0,0.0238
cart_compatibility_network_compatibility,0,medium,web,APAC,140,41,0,0.0202
inventory_enable_forecasting,1,medium,mobile,EU,160,48,0,0.0508
customer_enable_registration,1,medium,web,LATAM,117,55,0,0.0531
customer_enable_profile_image,0,medium,mobile,LATAM,126,63,0,0.0413
customer_enable_contact_management,1,low,web,EU,138,69,0,0.0625
cart_operations_saved_for_later,1,medium,mobile,APAC,163,46,0,0.0466
inventory_enable_warehouse_location_management,1,high,web,US,159,50,0,0.0541
cart_bundling_bundle_pricing,1,low,web,APAC,149,65,0,0.0513
inventory_enable_supplier_management,1,low,mobile,US,165,65,1,0.041
cart_fees_environmental_fees,1,medium,web,LATAM,101,39,0,0.06
billing_enable_currency_rate_updates,1,high,web,US,116,41,0,0.0403
catalog_enable_device_catalog,1,low,mobile,US,141,38,0,0.045
auth_enable_mfa,1,low,mobile,LATAM,113,47,0,0.0449
cart_analytics_cart_abandonment_tracking,1,low,mobile,EU,160,57,0,0.0578
cart_compatibility_device_service_compatibility,1,medium,web,US,135,70,0,0.042
provisioning_enable_service_downgrade,0,low,mobile,APAC,134,48,1,0.0316
billing_enable_reversal_processing,1,high,mobile,LATAM,155,54,0,0.052
customer_enable_lifetime_value_tracking,0,low,web,APAC,159,64,1,0.0481
cart_inventory_pre_order_support,1,high,web,EU,159,37,0,0.0504
billing_enable_transaction_history,1,low,web,APAC,137,56,0,0.0751
payment_currency_enable_currency_conversion,1,medium,mobile,EU,98,49,0,0.0687
order_pricing_enable_billing_sync,1,high,web,LATAM,100,37,0,0.0276
customer_enable_marketing_opt_in,1,low,mobile,US,170,52,0,0.0473
cart_analytics_revenue_tracking,0,high,mobile,EU,100,64,0,0.034
customer_enable_customer_journey_tracking,1,low,mobile,LATAM,137,58,0,0.0576
billing_enable_write_off_tracking,1,low,mobile,US,153,68,0,0.0567
customer_enable_termination,1,medium,web,US,155,52,1,0.0406
inventory_enable_equipment_tracking,1,high,mobile,US,100,64,0,0.0591
billing_enable_bundle_discounts,1,high,web,EU,157,40,0,0.0585
customer_enable_billing_notification,1,low,mobile,US,141,49,0,0.0406
cart_compatibility_international_compatibility,0,low,web,US,109,66,0,0.0205
notification_rate_global_enable,1,medium,mobile,EU,125,65,0,0.0752
cart_notifications_promotional_notifications,0,low,web,EU,91,61,1,0.0232
order_products_enable_service_products,1,low,web,US,161,63,0,0.057
catalog_enable_plan_recommendations,1,low,mobile,APAC,148,54,0,0.055
notification_retry_enable,0,medium,web,EU,150,44,0,0.0268
notification_rate_global_enable,1,low,web,EU,170,69,0,0.0673
order_provisioning_enable_activation_delay,1,low,mobile,APAC,114,63,0,0.0478
inventory_enable_supplier_pricing,0,medium,mobile,US,100,56,0,0.047
cart_fees_environmental_fees,1,medium,mobile,US,102,44,0,0.0617
order_notifications_enable_order_updates,1,high,web,APAC,162,66,0,0.0278
cart_offers_seasonal_offers,0,low,mobile,APAC,137,59,0,0.0412
catalog_enable_product_creation,1,low,mobile,LATAM,131,65,0,0.0681
billing_enable_history_tracking,0,low,mobile,EU,150,53,0,0.0314
cart_inventory_stock_checking,1,high,web,LATAM,128,59,1,0.0453
payment_billing_enable_usage_based_billing,0,low,web,LATAM,110,53,0,0.0331
order_advanced_enable_ml_demand_forecasting,1,medium,web,EU,125,52,0,0.0574
payment_currency_enable_multi_currency,1,high,mobile,APAC,158,43,1,0.0558
customer_enable_customer_segmentation,1,low,web,APAC,125,53,0,0.0621
billing_enable_subscription_discount,1,low,mobile,LATAM,162,35,0,0.0557
