flag_name,flag_on,traffic,user,region,latency,cpu,error,timestamp,release_window
catalog_enable_device_reviews,0,low,mobile,LATAM,131,60,0,2025-02-15T09:26:00,normal
provisioning_enable_qos_management,1,medium,web,LATAM,220,75,0,2025-02-20T01:00:00,normal
cart_product_management_bundled_products,0,high,web,APAC,278,72,0,2025-01-24T22:32:00,normal
provisioning_enable_data_config,1,high,web,APAC,350,94,0,2025-02-22T14:29:00,normal
customer_enable_activation_delay,1,low,web,LATAM,158,83,0,2025-02-10T18:11:00,normal
customer_enable_termination,1,medium,mobile,LATAM,186,68,0,2025-02-27T03:26:00,normal
catalog_enable_backorder,1,low,web,APAC,175,63,0,2025-02-03T01:34:00,normal
order_fulfillment_enable_order_allocation,1,medium,web,US,173,67,1,2025-01-13T04:12:00,normal
customer_enable_cookie_preferences,1,high,mobile,EU,374,105,1,2025-01-31T22:39:00,normal
cart_bundling_create_bundles,0,medium,web,APAC,142,60,0,2025-01-14T22:42:00,normal
cart_checkout_one_step_checkout,1,low,web,EU,187,82,0,2025-02-13T13:11:00,normal
customer_enable_cookie_preferences,0,low,mobile,LATAM,112,45,1,2025-01-21T03:51:00,normal
catalog_enable_predictive_inventory,1,medium,mobile,APAC,164,50,0,2025-02-26T20:09:00,normal
provisioning_enable_traffic_shaping,1,medium,mobile,EU,178,59,0,2025-02-01T17:18:00,normal
catalog_enable_warehouse_management,1,medium,mobile,US,203,85,0,2025-01-04T22:23:00,normal
provisioning_enable_notifications,0,high,mobile,APAC,334,71,1,2025-01-26T02:43:00,normal
payment_transaction_enable_payment_authorization,0,high,mobile,US,263,72,0,2025-01-31T17:44:00,normal
cart_notifications_stock_alerts,1,high,mobile,APAC,397,92,0,2025-02-12T18:24:00,normal
payment_analytics_enable_customer_payment_analytics,1,medium,mobile,LATAM,179,63,0,2025-02-04T19:57:00,normal
billing_enable_scheduled_invoices,0,medium,mobile,EU,114,52,0,2025-01-15T22:54:00,normal
customer_enable_customer_segmentation,1,medium,mobile,EU,189,67,0,2025-01-04T08:29:00,normal
customer_enable_profile_update,1,high,web,LATAM,406,97,0,2025-02-20T17:29:00,normal
cart_checkout_registered_checkout,1,low,mobile,APAC,223,72,0,2025-02-22T00:40:00,normal
cart_notifications_stock_alerts,1,high,mobile,US,377,102,0,2025-01-30T07:09:00,normal
billing_enable_write_off_management,1,high,mobile,US,336,115,0,2025-01-11T05:20:00,normal
order_analytics_enable_fulfillment_analytics,0,low,web,EU,130,63,0,2025-02-22T02:57:00,normal
notification_templates_enable,1,low,web,US,234,65,0,2025-02-03T15:24:00,normal
billing_enable_reversal_processing,1,medium,mobile,US,182,80,0,2025-01-01T20:36:00,normal
notification_retry_enable,1,low,web,US,155,62,0,2025-01-26T19:23:00,normal
inventory_enable_order_fulfillment,1,high,mobile,US,269,95,0,2025-02-04T02:38:00,normal
provisioning_enable_imei_assignment,1,low,mobile,US,200,69,0,2025-02-06T03:16:00,normal
customer_enable_sanctions_screening,0,low,web,LATAM,128,55,0,2025-01-22T17:57:00,normal
cart_inventory_warehouse_selection,1,high,web,APAC,338,91,0,2025-01-16T16:54:00,normal
cart_offers_free_shipping_offers,0,medium,web,LATAM,114,41,0,2025-01-16T19:31:00,normal
billing_enable_credit_memo_creation,1,high,web,LATAM,348,96,0,2025-02-14T13:09:00,normal
inventory_enable_warehouse_assignment,1,low,mobile,LATAM,211,66,1,2025-03-01T09:35:00,normal
order_pricing_enable_billing_sync,1,low,web,LATAM,218,70,0,2025-02-10T06:06:00,normal
payment_reconciliation_enable_discrepancy_handling,0,medium,mobile,LATAM,118,50,0,2025-01-15T13:31:00,normal
inventory_enable_valuation_methods,0,low,mobile,EU,124,52,0,2025-02-25T21:01:00,normal
catalog_enable_product_categorization,1,low,mobile,APAC,205,63,0,2025-01-01T11:18:00,post-release
notification_idempotency_enable,1,high,mobile,LATAM,342,108,0,2025-01-18T16:57:00,normal
provisioning_enable_msisdn_allocation,1,high,web,APAC,413,90,1,2025-02-26T08:33:00,normal
payment_advanced_enable_payment_optimization,1,low,web,US,202,61,0,2025-01-01T01:46:00,normal
payment_analytics_enable_revenue_analytics,0,medium,mobile,EU,148,55,0,2025-02-06T07:46:00,normal
provisioning_enable_voice_config,1,medium,web,US,199,68,0,2025-02-23T07:36:00,normal
inventory_enable_price_management,0,high,web,EU,328,68,0,2025-01-31T01:52:00,normal
inventory_enable_order_shipping,0,low,mobile,EU,154,42,0,2025-01-09T01:56:00,normal
cart_fees_environmental_fees,0,low,mobile,LATAM,155,58,0,2025-02-11T03:54:00,normal
order_products_enable_product_variants,1,low,web,APAC,169,58,0,2025-01-22T20:09:00,normal
customer_enable_sanctions_screening,0,low,mobile,APAC,130,56,0,2025-02-13T08:16:00,normal
catalog_enable_category_management,1,medium,mobile,US,184,85,0,2025-01-16T07:28:00,normal
cart_notifications_deal_notifications,0,medium,mobile,US,103,65,0,2025-01-01T15:59:00,normal
provisioning_enable_latency_control,0,high,web,US,267,77,0,2025-02-27T12:20:00,post-release
payment_billing_enable_invoice_billing,1,low,web,US,163,80,0,2025-01-08T08:17:00,normal
provisioning_enable_workflow_automation,1,medium,web,APAC,163,58,0,2025-02-10T15:46:00,normal
cart_compatibility_network_compatibility,0,low,web,US,121,58,0,2025-02-18T08:19:00,normal
catalog_enable_category_management,0,low,mobile,APAC,122,43,0,2025-02-03T10:38:00,post-release
billing_enable_late_fee_calculation,0,high,web,EU,263,83,0,2025-02-28T18:46:00,normal
notification_idempotency_enable,1,low,web,APAC,184,74,0,2025-02-08T00:00:00,normal
payment_refund_enable_full_refund,1,high,mobile,LATAM,268,106,0,2025-01-11T19:02:00,normal
inventory_enable_supplier_pricing,1,low,web,APAC,176,82,0,2025-02-16T06:58:00,normal
payment_compliance_enable_fraud_detection,1,high,mobile,LATAM,375,105,0,2025-02-26T09:04:00,normal
payment_transaction_enable_payment_authorization,1,high,web,LATAM,265,98,0,2025-01-29T01:00:00,normal
inventory_enable_price_management,0,medium,mobile,APAC,146,54,0,2025-02-28T06:19:00,normal
cart_inventory_backorder_support,1,high,mobile,APAC,298,108,0,2025-01-07T03:13:00,normal
billing_enable_debit_memo_creation,1,medium,web,APAC,182,83,1,2025-01-19T12:01:00,post-release
payment_recurring_enable_subscription_billing,1,high,mobile,LATAM,323,106,0,2025-02-07T06:33:00,normal
inventory_enable_product_lifecycle_management,1,medium,web,US,220,88,0,2025-01-23T09:28:00,normal
customer_enable_aml_check,0,low,mobile,APAC,140,46,0,2025-01-14T10:37:00,post-release
provisioning_enable_traffic_shaping,0,low,web,LATAM,150,54,0,2025-01-07T12:44:00,post-release
provisioning_enable_smart_provisioning,1,low,web,LATAM,149,75,0,2025-01-11T00:10:00,normal
cart_analytics_funnel_analysis,1,low,mobile,EU,188,63,0,2025-01-26T21:44:00,normal
provisioning_enable_qos_management,1,low,mobile,EU,194,77,0,2025-01-12T15:53:00,normal
customer_enable_consent_tracking,1,low,mobile,EU,190,54,0,2025-01-05T15:34:00,normal
provisioning_enable_dlp,1,high,web,LATAM,347,75,1,2025-03-01T09:52:00,normal
cart_checkout_one_step_checkout,1,low,web,EU,159,56,0,2025-02-08T20:38:00,normal
catalog_enable_bundle_conflicts,1,low,mobile,APAC,182,83,0,2025-02-17T17:10:00,normal
order_products_enable_service_products,1,high,web,US,322,117,0,2025-01-05T01:52:00,normal
inventory_enable_cost_allocation,1,medium,mobile,APAC,158,59,0,2025-01-17T22:42:00,normal
order_lifecycle_enable_order_tracking,1,medium,mobile,APAC,164,67,0,2025-01-02T17:19:00,normal
inventory_enable_stock_level_management,1,high,mobile,US,276,97,0,2025-01-10T15:41:00,normal
billing_enable_interest_accrual,1,high,web,EU,363,99,0,2025-02-24T01:35:00,normal
customer_enable_invoice_access,1,medium,mobile,US,188,66,0,2025-01-25T01:45:00,normal
inventory_enable_product_lifecycle_management,1,low,web,APAC,143,68,0,2025-01-12T10:58:00,post-release
customer_enable_contract_renewal,0,low,mobile,US,140,45,0,2025-02-03T06:38:00,normal
payment_analytics_enable_payment_method_analytics,1,medium,web,APAC,195,59,0,2025-01-23T14:49:00,normal
cart_pricing_dynamic_pricing,0,high,mobile,APAC,262,83,0,2025-02-12T22:54:00,normal
cart_inventory_warehouse_selection,1,medium,web,LATAM,175,71,0,2025-01-30T20:20:00,normal
payment_refund_enable_partial_refund,0,high,web,APAC,250,75,1,2025-01-29T14:56:00,normal
cart_pricing_promotional_pricing,1,low,mobile,EU,211,66,0,2025-01-05T18:07:00,normal
payment_reconciliation_enable_discrepancy_handling,0,low,mobile,EU,126,65,0,2025-01-17T16:42:00,normal
order_inventory_enable_stock_checking,1,medium,web,LATAM,177,68,0,2025-02-09T17:41:00,normal
cart_product_management_recommendations,1,low,web,LATAM,167,74,0,2025-01-31T16:30:00,normal
customer_enable_activation_delay,1,medium,web,APAC,160,66,0,2025-02-27T00:13:00,normal
catalog_enable_plan_customization,0,medium,mobile,APAC,133,49,0,2025-01-22T17:06:00,normal
customer_enable_signature_capture,1,low,web,LATAM,164,58,0,2025-02-09T04:09:00,normal
catalog_enable_bundle_recommendations,1,high,mobile,LATAM,367,116,1,2025-02-03T07:18:00,normal
billing_enable_invoice_numbering,1,high,mobile,EU,273,95,0,2025-02-17T14:54:00,normal
cart_checkout_billing_address_validation,1,high,mobile,APAC,363,89,1,2025-01-04T00:42:00,normal
provisioning_enable_voicemail,1,medium,web,EU,229,72,0,2025-02-19T00:18:00,normal
catalog_enable_service_plans,1,medium,web,APAC,145,77,0,2025-02-27T03:47:00,normal
inventory_enable_stock_level_management,1,low,web,EU,188,50,0,2025-01-27T15:22:00,normal
auth_enable_passwordless,1,low,mobile,APAC,181,66,0,2025-02-28T07:04:00,normal
provisioning_enable_imei_assignment,1,high,mobile,EU,313,109,0,2025-02-15T15:34:00,normal
notification_channel_push_enable,1,medium,web,LATAM,176,73,0,2025-01-31T23:39:00,normal
billing_enable_invoice_reminders,0,low,web,APAC,139,62,0,2025-01-18T04:39:00,normal
billing_enable_invoice_generation,1,medium,web,APAC,167,69,0,2025-02-17T03:59:00,normal
billing_enable_invoice_generation,1,low,web,US,223,70,0,2025-02-26T13:48:00,normal
provisioning_enable_sim_activation,1,low,web,APAC,158,67,0,2025-01-24T10:34:00,post-release
provisioning_enable_notifications,1,low,mobile,APAC,177,82,1,2025-01-24T03:43:00,normal
customer_enable_termination,1,low,web,EU,164,66,0,2025-01-30T13:56:00,normal
inventory_enable_supplier_performance_tracking,0,medium,web,LATAM,120,59,1,2025-02-01T22:52:00,normal
catalog_enable_regional_pricing,1,low,web,LATAM,174,80,0,2025-02-06T22:42:00,normal
payment_transaction_enable_installment_payment,0,medium,web,EU,153,57,0,2025-02-13T09:07:00,normal
cart_product_management_addon_products,0,low,web,APAC,104,54,0,2025-02-16T09:50:00,normal
cart_tax_by_region,0,low,mobile,US,126,52,0,2025-01-08T11:28:00,post-release
inventory_enable_equipment_registration,1,medium,mobile,APAC,145,77,0,2025-01-17T05:14:00,normal
billing_handle_orphaned_invoices,1,high,mobile,US,302,111,0,2025-02-13T19:49:00,normal
customer_enable_cookie_preferences,1,low,web,APAC,194,74,0,2025-01-04T16:46:00,normal
inventory_enable_cost_tracking,1,low,mobile,EU,174,74,0,2025-02-19T22:33:00,normal
inventory_enable_order_fulfillment,1,high,mobile,EU,333,103,0,2025-02-07T17:28:00,normal
cart_product_management_product_sorting,1,high,web,US,353,106,0,2025-02-28T01:44:00,normal
billing_enable_write_off_tracking,1,low,mobile,APAC,188,62,0,2025-01-20T04:55:00,normal
payment_advanced_enable_predictive_churn,1,high,web,US,386,85,0,2025-02-25T15:26:00,normal
cart_analytics_session_tracking,1,high,web,EU,289,102,0,2025-01-23T23:26:00,normal
customer_enable_profile_update,1,low,mobile,APAC,179,84,0,2025-01-25T20:49:00,normal
cart_notifications_promotional_notifications,1,medium,mobile,LATAM,155,72,0,2025-01-28T16:56:00,normal
payment_advanced_enable_dynamic_pricing,0,low,web,US,156,48,0,2025-01-23T17:23:00,normal
billing_handle_orphaned_invoices,1,low,mobile,APAC,175,71,0,2025-02-18T23:22:00,normal
billing_enable_manual_reconciliation,1,medium,web,US,165,79,0,2025-01-05T14:40:00,normal
provisioning_enable_service_status_updates,0,low,mobile,US,147,47,0,2025-02-24T00:04:00,normal
auth_enable_mfa,0,medium,web,LATAM,128,46,0,2025-01-27T16:57:00,normal
cart_fees_activation_fees,1,medium,web,US,150,61,0,2025-02-13T05:12:00,normal
cart_inventory_stock_checking,1,medium,web,APAC,165,65,0,2025-02-06T16:12:00,normal
provisioning_enable_dlp,1,medium,mobile,APAC,152,85,0,2025-01-18T10:31:00,post-release
order_pricing_enable_dynamic_pricing,0,medium,web,US,113,40,0,2025-02-24T22:19:00,normal
customer_enable_address_management,0,low,web,US,149,56,0,2025-02-23T06:44:00,normal
cart_offers_free_shipping_offers,1,high,mobile,APAC,336,105,0,2025-01-13T07:07:00,normal
inventory_enable_turnover_analysis,0,low,mobile,EU,122,63,0,2025-01-12T14:11:00,normal
catalog_enable_volume_pricing,1,medium,web,US,171,58,0,2025-01-18T19:53:00,normal
order_advanced_enable_predictive_inventory,1,medium,mobile,US,150,75,0,2025-02-19T09:43:00,normal
auth_enable_user_deactivation,1,medium,web,US,173,71,0,2025-01-07T05:11:00,normal
customer_enable_addon_management,1,high,mobile,APAC,322,104,0,2025-01-11T22:54:00,normal
customer_enable_reactivation,1,high,web,LATAM,303,108,0,2025-02-07T00:31:00,normal
provisioning_enable_service_suspension,0,low,web,APAC,132,58,0,2025-02-24T03:12:00,normal
provisioning_enable_voice_config,1,medium,mobile,LATAM,221,72,0,2025-01-24T14:53:00,normal
payment_compliance_enable_aml_check,0,low,web,APAC,141,43,0,2025-01-17T22:14:00,normal
payment_method_enable_debit_card,1,low,web,US,168,60,0,2025-02-09T05:47:00,normal
customer_enable_profile_image,0,medium,mobile,US,136,57,0,2025-02-15T02:03:00,normal
provisioning_enable_service_status_updates,1,medium,web,APAC,206,73,0,2025-02-19T08:45:00,normal
customer_enable_phone_verification,0,low,web,LATAM,139,64,0,2025-02-04T01:29:00,normal
cart_operations_cart_merge,1,medium,mobile,US,206,81,0,2025-01-26T19:20:00,normal
cart_operations_saved_for_later,0,high,mobile,US,221,93,0,2025-01-19T04:02:00,normal
catalog_enable_backorder,1,high,mobile,EU,343,98,0,2025-01-11T00:25:00,normal
payment_notification_enable_invoice_notification,0,medium,web,APAC,141,43,0,2025-01-30T19:08:00,normal
payment_billing_enable_billing_cycle_management,0,medium,web,US,151,59,0,2025-02-04T23:13:00,normal
cart_financing_financing_rates,1,low,mobile,LATAM,180,66,0,2025-02-28T22:48:00,normal
catalog_enable_device_images,1,low,mobile,EU,169,58,0,2025-02-10T22:48:00,normal
provisioning_enable_orchestration,1,medium,mobile,EU,193,62,1,2025-02-16T04:01:00,normal
billing_enable_currency_conversion,0,low,mobile,APAC,103,48,0,2025-01-19T21:20:00,normal
provisioning_enable_orchestration,1,high,mobile,LATAM,340,88,0,2025-02-11T13:44:00,normal
cart_offers_loyalty_rewards,1,low,web,EU,140,59,0,2025-02-20T01:00:00,normal
cart_product_management_wishlist,1,low,web,US,208,66,0,2025-02-25T18:30:00,normal
customer_enable_sanctions_screening,0,low,mobile,APAC,100,45,0,2025-02-10T17:27:00,normal
provisioning_enable_service_termination,1,medium,mobile,APAC,203,74,0,2025-02-21T17:08:00,normal
provisioning_enable_apn_config,1,low,mobile,APAC,183,84,0,2025-02-10T21:22:00,normal
catalog_enable_predictive_inventory,1,high,web,APAC,445,100,1,2025-01-05T07:40:00,normal
provisioning_enable_provisioning_reports,1,medium,web,EU,196,75,0,2025-01-16T01:05:00,normal
payment_transaction_enable_payment_settlement,1,medium,mobile,EU,168,83,0,2025-01-31T19:49:00,normal
catalog_enable_product_versioning,1,low,mobile,US,181,61,0,2025-02-03T01:31:00,normal
catalog_enable_product_categorization,0,low,web,EU,151,40,0,2025-01-28T18:29:00,normal
payment_currency_enable_currency_conversion,0,medium,mobile,LATAM,121,41,0,2025-01-08T04:53:00,normal
inventory_enable_equipment_tracking,1,low,mobile,APAC,180,56,1,2025-02-24T07:27:00,normal
catalog_enable_product_analytics,1,medium,web,EU,166,66,0,2025-01-05T18:09:00,normal
cart_fees_service_fees,1,high,web,EU,363,106,0,2025-01-21T15:50:00,normal
cart_product_management_service_products,1,low,mobile,LATAM,210,64,0,2025-01-24T05:27:00,normal
provisioning_enable_service_upgrade,1,low,web,LATAM,157,57,0,2025-02-11T02:39:00,normal
inventory_enable_turnover_analysis,1,low,web,APAC,190,73,0,2025-01-10T06:18:00,normal
catalog_enable_availability_check,1,high,mobile,US,340,108,0,2025-01-23T03:58:00,normal
payment_compliance_enable_pci_dss_compliance,1,high,web,EU,370,96,1,2025-01-16T14:03:00,normal
customer_enable_identity_verification,1,medium,mobile,LATAM,217,68,0,2025-02-20T05:29:00,normal
payment_transaction_enable_single_payment,1,low,web,LATAM,174,74,0,2025-01-06T19:41:00,normal
provisioning_enable_smart_provisioning,1,high,web,APAC,336,93,0,2025-02-05T23:07:00,normal
customer_enable_address_management,1,low,web,LATAM,189,82,1,2025-02-03T05:51:00,normal
payment_recurring_enable_recurring_charges,0,high,web,EU,337,89,0,2025-02-05T04:05:00,normal
cart_operations_cart_merge,1,high,web,EU,337,92,0,2025-01-10T14:55:00,normal
cart_inventory_availability_alerts,1,medium,mobile,US,220,74,0,2025-02-08T15:36:00,normal
customer_enable_profile_image,1,high,web,APAC,395,121,0,2025-02-04T07:49:00,normal
cart_checkout_one_step_checkout,1,medium,mobile,APAC,206,62,0,2025-02-05T23:05:00,normal
customer_enable_addon_management,0,low,mobile,US,116,42,0,2025-01-22T20:35:00,normal
inventory_enable_supplier_orders,1,low,mobile,APAC,171,75,0,2025-01-10T06:29:00,normal
provisioning_enable_inter_carrier_communication,0,medium,web,APAC,113,48,1,2025-01-30T02:04:00,normal
provisioning_enable_slice_isolation,0,low,mobile,APAC,101,48,0,2025-02-17T20:48:00,normal
order_compliance_enable_compliance_reporting,1,high,web,EU,337,116,0,2025-02-23T22:11:00,normal
payment_reconciliation_enable_discrepancy_handling,0,high,mobile,US,235,70,0,2025-02-19T07:14:00,normal
cart_pricing_volume_discounts,1,low,web,LATAM,214,66,0,2025-01-15T00:17:00,normal
customer_enable_consent_tracking,0,medium,web,EU,116,57,0,2025-01-10T00:01:00,normal
payment_refund_enable_full_refund,1,low,mobile,LATAM,158,57,1,2025-02-16T01:52:00,normal
catalog_enable_product_categorization,1,medium,mobile,US,197,86,0,2025-02-20T11:37:00,post-release
notification_dnd_checks_enable,1,low,web,EU,170,88,0,2025-02-01T04:55:00,normal
provisioning_enable_voice_config,1,low,mobile,LATAM,194,61,0,2025-01-20T17:22:00,normal
billing_tax_by_region,1,high,mobile,APAC,372,105,0,2025-01-08T08:37:00,normal
customer_enable_address_management,1,high,web,EU,313,111,0,2025-01-30T21:52:00,normal
catalog_enable_bundle_management,1,medium,mobile,LATAM,150,64,0,2025-01-24T19:26:00,normal
cart_notifications_deal_notifications,1,medium,web,LATAM,155,74,0,2025-01-01T13:10:00,normal
customer_enable_cookie_preferences,1,low,mobile,APAC,169,71,0,2025-01-03T18:24:00,normal
inventory_enable_stock_transfer,0,high,web,APAC,255,90,1,2025-02-23T09:48:00,normal
catalog_enable_category_hierarchy,0,low,web,US,131,65,0,2025-02-25T19:21:00,normal
customer_enable_document_upload,0,high,mobile,EU,324,85,0,2025-01-16T09:06:00,normal
inventory_enable_product_lifecycle_management,1,low,web,US,191,88,0,2025-01-20T02:09:00,normal
billing_enable_write_off_management,1,high,mobile,APAC,391,107,0,2025-02-16T21:50:00,normal
catalog_enable_view_analytics,0,high,mobile,APAC,279,67,1,2025-02-20T11:41:00,post-release
cart_product_management_recently_viewed,1,high,web,EU,351,97,0,2025-01-22T02:55:00,normal
billing_enable_multi_currency,1,medium,mobile,US,183,85,0,2025-01-13T21:50:00,normal
provisioning_enable_device_activation,1,low,web,LATAM,204,66,0,2025-01-01T00:40:00,normal
provisioning_enable_bandwidth_allocation,1,low,web,LATAM,186,65,1,2025-01-18T20:37:00,normal
billing_tax_calculation,1,high,mobile,LATAM,415,104,0,2025-02-24T08:11:00,normal
notification_retry_enable,0,low,mobile,US,120,48,0,2025-02-17T08:51:00,normal
billing_enable_discrepancy_detection,0,low,web,LATAM,105,51,0,2025-01-18T11:55:00,post-release
billing_enable_subscription_discount,1,low,mobile,US,200,65,0,2025-02-06T21:47:00,normal
inventory_enable_order_shipping,0,low,web,US,133,43,0,2025-01-27T20:46:00,normal
notification_campaign_window_enable,1,medium,mobile,US,226,82,0,2025-01-05T06:42:00,normal
payment_reconciliation_enable_payment_reconciliation,1,low,web,EU,147,67,0,2025-01-31T06:16:00,normal
customer_enable_termination,1,low,web,EU,182,68,0,2025-02-02T09:22:00,normal
inventory_enable_supplier_pricing,1,medium,mobile,EU,199,70,0,2025-03-01T15:00:00,normal
customer_enable_data_deletion,0,low,web,EU,159,60,0,2025-02-07T10:02:00,post-release
cart_compatibility_device_plan_matching,1,high,mobile,US,416,94,0,2025-01-10T20:30:00,normal
customer_enable_activation_delay,0,medium,mobile,US,140,56,0,2025-02-11T21:16:00,normal
cart_financing_financing_options,1,medium,mobile,APAC,143,64,0,2025-01-26T16:40:00,normal
inventory_enable_price_management,1,medium,mobile,LATAM,213,72,0,2025-01-04T18:08:00,normal
order_lifecycle_enable_cancellation,0,medium,web,US,142,56,0,2025-03-01T05:32:00,normal
inventory_enable_equipment_tracking,1,high,mobile,EU,310,98,0,2025-01-26T04:42:00,normal
catalog_enable_product_analytics,0,medium,web,US,107,54,0,2025-02-12T02:41:00,normal
provisioning_enable_imei_assignment,0,medium,web,US,152,47,0,2025-01-21T08:38:00,normal
catalog_enable_bundle_publishing,1,medium,web,US,174,81,0,2025-01-28T03:32:00,normal
cart_operations_saved_for_later,0,high,mobile,LATAM,316,89,0,2025-01-07T10:30:00,post-release
order_notifications_enable_order_updates,1,low,web,LATAM,167,76,1,2025-02-25T11:04:00,post-release
billing_enable_bundle_discounts,0,medium,mobile,EU,153,58,0,2025-02-03T00:42:00,normal
customer_enable_contract_templates,0,low,mobile,LATAM,148,65,0,2025-02-10T13:38:00,normal
cart_operations_cart_notifications,0,medium,mobile,LATAM,108,63,0,2025-02-24T01:15:00,normal
catalog_enable_bundle_management,0,high,mobile,EU,224,89,0,2025-02-11T16:07:00,normal
payment_analytics_enable_payment_analytics,1,low,web,US,202,87,0,2025-01-12T13:21:00,normal
billing_enable_payment_reconciliation,0,high,web,APAC,364,86,0,2025-02-16T05:38:00,normal
customer_enable_account_migration,0,low,mobile,LATAM,144,56,0,2025-01-13T03:53:00,normal
inventory_enable_order_packing,0,medium,mobile,LATAM,150,61,0,2025-02-12T01:56:00,normal
catalog_enable_plan_pricing,1,low,web,LATAM,151,81,0,2025-01-16T06:32:00,normal
cart_tax_compliance,1,low,mobile,APAC,205,57,0,2025-01-24T11:03:00,post-release
cart_pricing_region_based_pricing,0,low,mobile,APAC,119,61,0,2025-01-05T01:55:00,normal
inventory_enable_order_packing,1,medium,mobile,LATAM,155,81,0,2025-01-26T15:14:00,normal
cart_bundling_dynamic_bundles,1,medium,mobile,APAC,163,67,0,2025-01-18T20:10:00,normal
customer_enable_email_verification,1,high,mobile,US,401,108,0,2025-02-09T00:44:00,normal
provisioning_enable_roaming_config,0,medium,mobile,EU,131,56,0,2025-01-31T03:56:00,normal
billing_enable_late_fee_calculation,0,high,mobile,APAC,358,66,1,2025-01-09T01:02:00,normal
cart_financing_financing_rates,0,medium,web,EU,113,63,0,2025-01-03T04:58:00,normal
cart_checkout_shipping_address_validation,1,low,mobile,LATAM,153,86,0,2025-01-15T06:00:00,normal
payment_advanced_enable_ml_fraud_detection,1,low,mobile,APAC,192,65,0,2025-01-13T10:37:00,post-release
payment_notification_enable_refund_notification,0,medium,web,LATAM,102,54,0,2025-02-06T00:29:00,normal
cart_inventory_warehouse_selection,0,medium,mobile,EU,144,44,0,2025-01-06T15:26:00,normal
notification_channel_ivr_enable,1,medium,mobile,APAC,205,65,0,2025-01-12T09:08:00,normal
cart_checkout_multiple_payment_methods,0,high,mobile,LATAM,230,77,0,2025-02-27T17:54:00,normal
payment_method_enable_bank_transfer,1,low,web,US,190,82,0,2025-01-07T06:19:00,normal
cart_analytics_funnel_analysis,0,medium,mobile,EU,159,52,0,2025-01-18T06:59:00,normal
notification_sms_unicode_enable,1,medium,mobile,APAC,218,81,0,2025-02-10T18:53:00,normal
provisioning_enable_service_status_updates,0,medium,web,US,150,41,0,2025-02-13T19:59:00,normal
catalog_enable_bulk_upload,0,medium,web,APAC,136,55,0,2025-02-01T21:07:00,normal
cart_notifications_price_drop_alerts,1,high,mobile,US,314,94,0,2025-02-13T00:15:00,normal
provisioning_enable_imei_assignment,1,low,mobile,US,184,74,1,2025-01-31T17:30:00,normal
catalog_enable_product_analytics,0,medium,mobile,APAC,146,44,1,2025-01-17T11:21:00,post-release
notification_failover_enable,1,low,mobile,US,196,78,0,2025-01-29T18:20:00,normal
order_lifecycle_enable_order_status_history,1,low,web,LATAM,174,73,0,2025-02-14T02:36:00,normal
customer_enable_contact_management,1,medium,web,APAC,171,76,0,2025-01-11T06:37:00,normal
payment_currency_enable_multi_currency,1,medium,web,US,173,76,0,2025-01-17T00:04:00,normal
billing_enable_international_billing,0,low,mobile,EU,142,44,0,2025-02-08T15:14:00,normal
catalog_enable_device_pricing,0,high,mobile,US,310,86,0,2025-02-16T05:37:00,normal
payment_transaction_enable_payment_settlement_webhook,1,low,web,EU,181,74,0,2025-01-05T21:44:00,normal
order_pricing_enable_billing_sync,1,low,web,LATAM,172,61,0,2025-02-22T08:49:00,normal
billing_enable_debit_memo_creation,1,low,web,APAC,168,62,0,2025-02-18T18:21:00,normal
cart_inventory_pre_order_support,1,low,web,APAC,199,76,0,2025-01-22T00:53:00,normal
provisioning_enable_carrier_specific_config,1,high,mobile,US,381,103,0,2025-02-25T00:59:00,normal
payment_recurring_enable_auto_renew,1,high,mobile,EU,404,89,0,2025-01-23T14:33:00,normal
customer_enable_cookie_preferences,1,medium,web,US,207,61,0,2025-01-10T02:56:00,normal
payment_refund_enable_partial_refund,0,medium,web,EU,123,64,0,2025-01-17T23:59:00,normal
billing_enable_payment_plan_creation,1,medium,web,LATAM,216,83,0,2025-01-09T14:57:00,normal
provisioning_enable_service_upgrade,1,low,web,US,226,71,0,2025-01-30T17:30:00,normal
catalog_enable_product_creation,0,medium,web,US,160,47,0,2025-01-29T14:22:00,normal
payment_transaction_enable_single_payment,1,high,mobile,EU,350,119,0,2025-01-07T23:36:00,normal
customer_enable_suspension,0,medium,web,US,127,48,0,2025-02-06T19:47:00,normal
cart_fees_activation_fees,0,low,web,LATAM,111,42,0,2025-01-24T09:46:00,normal
catalog_enable_discount_rules,1,low,web,APAC,173,70,0,2025-02-12T22:15:00,normal
cart_analytics_session_tracking,1,low,mobile,EU,200,81,0,2025-02-20T13:04:00,normal
cart_notifications_stock_alerts,1,low,mobile,EU,174,70,0,2025-01-01T17:54:00,normal
cart_product_management_service_products,0,low,mobile,EU,154,64,0,2025-01-31T13:13:00,normal
customer_enable_data_anonymization,0,medium,web,LATAM,108,59,0,2025-01-27T01:53:00,normal
provisioning_enable_voice_config,1,low,mobile,LATAM,213,67,0,2025-01-27T13:29:00,normal
order_compliance_enable_order_retention,0,medium,mobile,LATAM,142,65,0,2025-02-14T08:49:00,normal
payment_recurring_enable_auto_renew,1,medium,mobile,LATAM,168,70,0,2025-01-02T21:35:00,normal
cart_bundling_plan_bundling,0,high,web,EU,289,81,0,2025-01-08T14:06:00,normal
customer_enable_auto_renewal,1,low,web,LATAM,173,72,1,2025-02-09T04:11:00,normal
